epoch,acc,loss,val_acc,val_loss
0,0.614402451487868,0.8348845063104435,0.7388860501375623,0.6336603664170131
1,0.7498013846599045,0.6130212779456946,0.7567705672251429,0.5738481155267832
2,0.7818068323483357,0.5423736689533417,0.7644353602757306,0.5529134956682953
3,0.8069458631594624,0.488977697576544,0.7736331119364357,0.5346405389483144
4,0.8228918397795963,0.4416574795087016,0.7736331119668929,0.539343820248079
5,0.8334468278626743,0.41680565099618233,0.7782319877972455,0.5250570650117764
6,0.8478606287865643,0.3856259877951512,0.7864077670512055,0.5213125637434062
7,0.8535921007966416,0.3694890005074948,0.7843638222072584,0.5637065359354628
8,0.8603450233001956,0.35146397145215774,0.7853857945835463,0.5468060599642867
9,0.8722619452888883,0.32997262050001214,0.7792539601735333,0.5346355186656353
