epoch,acc,loss,val_acc,val_loss
0,0.5646918624514362,0.9203235721049656,0.7169136419306011,0.7100207346644277
1,0.7049710587209936,0.6905447503262434,0.7634133870770996,0.6111140561213466
2,0.742424242370124,0.6198017778495102,0.7833418485213131,0.5676932965972074
3,0.7651231417305799,0.5718124682983655,0.7853857938221175,0.5400668516046976
4,0.7947452046140316,0.5055844593962696,0.7894736819871543,0.5225791550437955
5,0.8163659064361963,0.4645773934771397,0.7991824224400897,0.5027150454482194
6,0.8319713994006593,0.41755289719102334,0.8017373544315812,0.49072971107037505
7,0.8543865619473149,0.36846998212164583,0.8114460908337155,0.4755289839065739
8,0.8664737258686974,0.33959692387152796,0.8140010208759493,0.47458106998161936
9,0.8739643630395885,0.32187602251358843,0.8032703110924411,0.512730757040093
10,0.8902508227674445,0.2846295507591978,0.8073581997447923,0.5155366763632457
11,0.8986494154559945,0.2656093689338964,0.7950945328131097,0.5530354232281279
