epoch,acc,loss,val_acc,val_loss
0,0.570139598256545,0.898135245116936,0.7347981604192108,0.6703771724345188
1,0.7156962887367614,0.6682330188585077,0.7761880434101555,0.5709902797966023
2,0.7600158892361372,0.5959469901556163,0.7869187528586351,0.5372717419204264
3,0.779650436947043,0.5422758757898964,0.7966274907227128,0.5074651526990568
4,0.7970150947814334,0.5057979864404983,0.8032703113665554,0.4904161107802062
5,0.8110316649574845,0.47683101571143355,0.8007153806542644,0.4817561738394814
6,0.8201112245785475,0.4528301829458866,0.8053142561800455,0.487066119711315
7,0.830098740238159,0.434849770490434,0.7986714363585459,0.513396012917062
8,0.8369084099759418,0.4150973322706479,0.8180889117821297,0.46967260847910364
9,0.8403132447873324,0.40471351308545817,0.8042922845956435,0.47695131992038925
10,0.8520599250936329,0.3824623940163094,0.807358201511307,0.4714921020279749
11,0.8499035296585162,0.3833994742534905,0.8109351049349146,0.4852598974701088
