epoch,acc,loss,val_acc,val_loss
0,0.5191238222443114,1.0426988648699924,0.6489524801105154,0.9786158977385742
1,0.7212575191050352,0.9104456141998651,0.730710273289717,0.8649034904288466
2,0.7815798432625946,0.7851224820170902,0.8104241244270294,0.7580403251859931
3,0.8097832253782666,0.6838059060663685,0.8237097534709398,0.6688579447609342
4,0.8335603221687768,0.5895125560979136,0.8375063859874275,0.5950289310151725
5,0.8500170241472683,0.5194603786567542,0.8395503358263475,0.5367642928887583
6,0.8665872205333344,0.45575500635239746,0.8467041332013886,0.48878628396232576
7,0.872432187160695,0.4096290336478083,0.8523249847887728,0.4504718191019418
8,0.8916127564565858,0.36863839858683106,0.8589678104580454,0.42057934870936764
9,0.8948473498764705,0.33423851005079364,0.8564128827914694,0.39606350200421114
10,0.9018272613101752,0.31008581064735335,0.8661216195590897,0.3762276247562531
11,0.9099421177396384,0.2811002161727159,0.8686765455505223,0.3601627016043139
12,0.9167517878968388,0.2598268470456632,0.8722534478776724,0.3472553683624745
13,0.9213483145187992,0.2437272643497726,0.8727644374313316,0.33743751703870495
14,0.9247531496819593,0.22597199141295973,0.8712314771460707,0.32837266608592985
15,0.9308818523113445,0.21181295201099495,0.8727644340810449,0.32241352431677894
16,0.9351946432695204,0.19622880538866125,0.8717424650245865,0.3162062556450015
17,0.9405288846873491,0.18413011877358995,0.8758303546515666,0.3114864429650285
18,0.9399614122097641,0.18009432533849126,0.8783852856684291,0.3068498559277095
19,0.9424015432680767,0.16856371020536096,0.8804292338322058,0.3035130172313082
20,0.945919873055285,0.16077140188591932,0.878896273546945,0.3001834212606759
21,0.9494382024366054,0.15285747657669427,0.8794072597503175,0.2991674590549362
22,0.9506866417384664,0.14848726378499466,0.8804292338322058,0.29797535023033833
23,0.95471569662697,0.14084918293207732,0.8778743011401999,0.29619959496270043
24,0.9539212346915801,0.1344608852278089,0.8783852856684291,0.29549058476880796
25,0.9572125755080488,0.13061227045353743,0.8783852873435725,0.29665095121140495
26,0.9570423336159478,0.12405095179145094,0.8778743011401999,0.29724899496298757
27,0.9581205308971766,0.11984499999937277,0.8804292338322058,0.2969503366618237
