epoch,acc,loss,val_acc,val_loss
0,0.4959141979110916,1.0413731940081354,0.5804803226757975,0.9806175936712072
1,0.6983883784071918,0.9087793663686987,0.7393970332038482,0.8707067880572016
2,0.770911361110182,0.7865494529446818,0.7864077723507499,0.7662918457402583
3,0.808705027819681,0.6778550955997857,0.8145120074143505,0.6770995444769023
4,0.8366814212216759,0.5814273308955396,0.8252427160100299,0.6038784083201681
5,0.8554080126640299,0.5082694611028759,0.8313745538007866,0.5460244072111029
6,0.8668709565827124,0.452743443352534,0.840572302689891,0.4988272303699168
7,0.8785041425017328,0.40565047463593046,0.8492590731726536,0.4615018620409403
8,0.8912722733962172,0.3583478554838051,0.851303019661287,0.43112057657587816
9,0.8990466459129471,0.3277447304773271,0.8528359704743738,0.40895119839379784
10,0.9056293267814625,0.30605569445996234,0.8574348530052996,0.38844992280554635
11,0.9100556123839809,0.27743172951676004,0.8630557012423972,0.3724315494192335
12,0.9183407108340763,0.25826888308292645,0.8635666779735957,0.3595728425877278
13,0.922993984575264,0.23586990269842353,0.8640776736491422,0.35078818682632584
14,0.9285552154306034,0.22260829490749942,0.8691875373580106,0.3407424307015701
15,0.9312223354799498,0.20950393208261653,0.872253446781215,0.3335123006701774
16,0.9367835663352891,0.19168203438150938,0.8748083761229342,0.3271515170073229
17,0.9385427309075653,0.18371579260050053,0.8753193623263067,0.3241789634884409
18,0.9413800928490128,0.1740567675582289,0.877874291668026,0.3205631720240042
19,0.9433094994013324,0.1659550704184597,0.8783852795465418,0.318356326208714
20,0.9491544660489873,0.1521313272297362,0.8778742933431692,0.31732578794141175
21,0.9518215869709928,0.14739991735991279,0.8778742933431692,0.31756075030391656
22,0.9525025535179124,0.14389339696026973,0.8799182381566593,0.31355936481871044
23,0.9542617183472509,0.13508011567959272,0.879918236481516,0.3140871892580891
24,0.9543752129915934,0.12910281547067548,0.8809402105634043,0.31331203628938664
25,0.9561343776518121,0.12673817119453215,0.8804292338322058,0.3151169870968187
26,0.9574963114694844,0.12484303233491185,0.8824731725238084,0.31497683504374585
27,0.9589149924063842,0.1170028473151527,0.8814511950916335,0.31852235808382245
