epoch,acc,loss,val_acc,val_loss
0,0.5560662810897978,1.0106875198123648,0.7654573351190477,0.9157665091079903
1,0.8152877087287851,0.8031414212751383,0.814001021028235,0.7443272489397637
2,0.8706162749144779,0.6149355395808148,0.8431272376966403,0.6045570879123865
3,0.8962660313072005,0.47267492620658963,0.8543689322215778,0.5031204806582685
4,0.9171490184823226,0.36451094185855465,0.8615227385814785,0.4323829441394621
5,0.9301441376643018,0.2902659144260572,0.8676545720473199,0.3836921990283241
6,0.9382589943508274,0.2366642188118043,0.872764433106416,0.35026037953432326
7,0.949438202585431,0.19194548827621483,0.8763413410681392,0.3266806304911661
8,0.957269322329625,0.16037664235808524,0.8758303543774523,0.31060845868954196
9,0.9631710359679762,0.1342659028461147,0.8824731745339804,0.2987744385680192
10,0.967994552304804,0.11319315952024048,0.8840061326567835,0.29120024322976124
11,0.9748609692835805,0.09573790969331532,0.885028105550843,0.2868891109921339
12,0.9778685736718425,0.08089904364013682,0.8829841612246674,0.28336477555300305
13,0.9797412322728646,0.0717801915291638,0.8860500779575881,0.2821394680605656
14,0.9842810123709,0.059795390566359206,0.8860500784449025,0.28287343589487157
15,0.9853592098009545,0.05348103591710779,0.8896269813811956,0.2842693028549912
16,0.9854159570487129,0.04767892695688563,0.8906489537879406,0.2871232245290651
