epoch,acc,loss,val_acc,val_loss
0,0.571331290161822,0.9312921003117733,0.6877874314145404,0.7559213444293611
1,0.6593462715434671,0.7737383818723816,0.654062341839669,0.7522289583618444
2,0.6894223128554634,0.718209479922889,0.7307102726501169,0.6426891598338428
3,0.709340597332816,0.6855636836924762,0.7347981582262958,0.6239152492524168
4,0.721938485909017,0.661259950113789,0.7531936615477062,0.5820852390770773
5,0.7312450345414083,0.6396807146158977,0.7690342340045396,0.5693165048934028
6,0.7416297813073932,0.6182399742747527,0.7608584581617804,0.5731601610619862
7,0.7469640225763963,0.6012322056944261,0.7843638246438305,0.5308890438957
8,0.7602996257793455,0.5838218612617321,0.7915176314910456,0.517767376630478
9,0.7617183070138964,0.5656059079862401,0.7904956545461851,0.5184766903298816
10,0.7714788331818789,0.5506180417130448,0.7950945334527099,0.4959266028297027
11,0.7776642831266705,0.5395964056053871,0.8048032703421587,0.49651547829350706
12,0.7827147880689387,0.5293840590305056,0.8007153821771219,0.4851529036606217
13,0.7898649414353333,0.5167212393995231,0.8099131328631982,0.4754130894515243
14,0.7937805015103742,0.5074875657390133,0.8063362279776475,0.4922677924514852
15,0.799795710090719,0.49175119387847777,0.8104241190665707,0.4646210199451349
16,0.8032572921836921,0.48569988619928095,0.809913131401255,0.4908352459366369
17,0.8050732039631381,0.4781189156625804,0.8042922831641574,0.48308562458810234
18,0.8077970715781885,0.4734125982658396,0.8140010224901784,0.4617771826109596
19,0.8114856432169091,0.46275966557575915,0.8114460924479446,0.461144465524808
20,0.8135852912554418,0.45806922385349214,0.8145120072316075,0.4669185236484711
21,0.821132674740549,0.4437813326850028,0.8134900348248626,0.4812953368583137
22,0.8266939053591204,0.43369256558165,0.811957079625946,0.4572113660536802
23,0.8277721028974115,0.4288994691493955,0.7843638220549726,0.568911993722862
24,0.8304392238397115,0.42037304023610733,0.8165559554562986,0.444289497730375
25,0.8312336853489191,0.4189756399365346,0.8221768027187673,0.44161863245096633
26,0.8384973325952337,0.4046676710100859,0.8170669416596711,0.4422268991453281
27,0.8384973328522961,0.40493874884182096,0.8242207465576284,0.4273169698554396
28,0.8391782998456924,0.40214197597903056,0.8134900362868058,0.46549482214919874
29,0.8453637498513671,0.38980054969333544,0.8129790486214901,0.45381929486700634
30,0.8436613322494926,0.3882453228630174,0.8226877869728821,0.4374834279290376
