epoch,acc,loss,val_acc,val_loss
0,0.6334695269917808,0.8217969985963971,0.7301992858071442,0.6781513744248501
1,0.7332311883617808,0.6411894217290803,0.7552376108993117,0.6064066918881864
2,0.7664283279825482,0.5663368116712045,0.7848748092329739,0.5449002626969245
3,0.7953694246573205,0.5066353645758737,0.7894736831140688,0.5336748770627064
4,0.8169901260533028,0.45920885266084405,0.7485947857173536,0.5964942918971416
5,0.837078651827454,0.4190966914736742,0.779253960508562,0.5588311924578647
6,0.8549540350607908,0.378964258852347,0.8160449661767537,0.4653489160245331
7,0.87419135143532,0.3400947073506871,0.8196218686257325,0.4613853832502175
8,0.8893428667830143,0.30725872786040204,0.8375063878453137,0.4223706392104003
9,0.8974577235101286,0.2838649471824089,0.8329075105530179,0.42711248849202127
10,0.9159573258329177,0.24937055966441712,0.8313745508159858,0.42718026990724817
11,0.9264555671147139,0.2235396080113962,0.8359734306971395,0.43329036537335125
