epoch,acc,loss,val_acc,val_loss
0,0.6292702303802963,0.8175101660597055,0.7020950437079416,0.6786991546942254
1,0.7099080694721609,0.6769337043387708,0.7107818088607027,0.6637945662485316
2,0.7478152310830648,0.6007140417697548,0.7802759330371356,0.5544859125837113
3,0.7736352286034661,0.5443012812610869,0.7751660701810674,0.5488372057996116
4,0.7965611168331895,0.4991741070086049,0.7858967809696616,0.5348106153046652
5,0.8109181705904986,0.4643905712518853,0.8134900353426341,0.4926563178816802
6,0.8283395754697036,0.4294090017180832,0.8150229939527517,0.463296267851677
7,0.8472931561939779,0.3922047966685526,0.7910066430033867,0.5445185106630281
8,0.8583021222591238,0.36123023828614814,0.7654573325301898,0.6051937762455606
9,0.8674951765312942,0.3434149247234058,0.8206438427076208,0.4449209464436961
10,0.8762342525575695,0.31825749290448124,0.8185998976809307,0.4852961142969546
11,0.889002383512937,0.29489835993093066,0.8231987738158548,0.4584919411458711
12,0.89864941560482,0.2716690559295747,0.8170669387662417,0.44886866620017
