epoch,acc,loss,val_acc,val_loss
0,0.5274956018691584,0.9962190838130985,0.7385086823897903,0.8304041001842993
1,0.6856591567218686,0.7847729911396123,0.8023493361180845,0.6241168534426937
2,0.7336700528049962,0.6641759777081269,0.8273748723795757,0.5225302376713037
3,0.7558027353827146,0.6145505552617682,0.8386108274357555,0.4744767825498766
4,0.777140911422667,0.5715225016710186,0.8483146068024562,0.4398794543146478
5,0.7897962658293408,0.5440879313877848,0.8554647598982588,0.41948067402206474
6,0.8016003632131442,0.5161619287067291,0.8564862103579115,0.40276125685309
7,0.8092616764257433,0.49710627637854715,0.8585291113381001,0.39331065698225237
8,0.8145962204255837,0.48659796392354093,0.8615934627170582,0.38609001427066947
9,0.8195335111582321,0.4764864473298651,0.8636363636363636,0.3776356273761687
10,0.8248680551716029,0.4683068369917293,0.8636363636363636,0.37264139577365873
11,0.8199875149139109,0.4692335818782106,0.8605720122574055,0.36940010633239706
12,0.8284433346710413,0.45675173477095243,0.8667007150153218,0.3640588764881333
13,0.8327563702671152,0.44721069044899325,0.8631256384065373,0.36112694535119055
14,0.8307133534020784,0.4470228582754233,0.8636363636363636,0.35948034719134986
15,0.8383746666011471,0.44179213854452176,0.86414708886619,0.35850099630204846
16,0.838317916139721,0.4412199505970282,0.8687436159346271,0.3565714145279028
17,0.8359343964756838,0.4410010655434636,0.8631256384065373,0.356889655750789
18,0.839623176894592,0.43796523548584443,0.8661899897854954,0.35566271521889276
19,0.8372396572373199,0.43436061745367543,0.8661899897854954,0.3569674405275984
20,0.8435389592133263,0.42270483856175195,0.8672114402451481,0.3540846735421678
21,0.8426309517154994,0.4326905838091929,0.8667007150153218,0.35389210107195
22,0.8393961750285917,0.43150059871130747,0.8672114402451481,0.3547094921382625
23,0.8441064638918574,0.4217983347848273,0.8672114402451481,0.3550670212848194
24,0.8417229442176724,0.42721918899016054,0.8646578140960164,0.35585354053937623
