epoch,acc,loss,val_acc,val_loss
0,0.6177505390988537,0.8359719402009953,0.7373530914665304,0.6457801667719272
1,0.7322664850822387,0.6467176932791227,0.7721001533263182,0.560277280176423
2,0.7651798887821591,0.5740641462533648,0.7884517118190099,0.5168433313352695
3,0.7889569855591398,0.5199534876529779,0.7966274910577414,0.5094683276918632
4,0.8043354897422778,0.4813244091525493,0.7935615738679636,0.49642786406471706
5,0.8163659062332523,0.452904522750451,0.8124680633927464,0.46296631689880596
6,0.8360004540050413,0.4181675953297349,0.8155339806434386,0.4598222319788633
7,0.8458744751217823,0.3964089588583997,0.8114460910164585,0.4612034184626919
8,0.8482578595276385,0.37372790391160227,0.7843638222072584,0.5437166934179054
9,0.8622744296833952,0.3519929966507428,0.8170669392535561,0.4530696793667321
10,0.8662467370467835,0.34162578593857945,0.7894736842409835,0.5312421091003691
11,0.8765747361320627,0.3166751562669618,0.8124680633927464,0.45910884145272285
12,0.8777664283417557,0.3162507403486772,0.7935615738679636,0.5293021171934823
