epoch,acc,loss,val_acc,val_loss
0,0.5127681305156556,1.1433345970143094,0.6765457334784019,0.7963961221517564
1,0.648337305586558,0.8046628938145,0.7153806810666544,0.6813425454303934
2,0.6988991030823046,0.7079451659753717,0.7445068958162592,0.6506495061551788
3,0.7348768587835448,0.6323869386118152,0.7639243721231004,0.5940848154624506
4,0.7606401087788309,0.5820166345095069,0.7690342341568255,0.5658118692233847
5,0.7768130748770643,0.5380752272536083,0.7731221304843787,0.5646753375421816
6,0.809215753029213,0.47584698324968727,0.7761880460294704,0.562124121749529
7,0.8291340366542008,0.4381933602169469,0.7935615758476784,0.533593741907535
8,0.8413346955581659,0.42164412844047117,0.7981604438810003,0.5293716643925035
9,0.8774259450040304,0.325278590684337,0.6811446093087544,1.0362468904296416
10,0.8735671319196855,0.327066162146392,0.7680122583997938,0.602187958522664
11,0.8981954371965699,0.285438371728165,0.7465508389546058,0.6983169713188448
