epoch,acc,loss,val_acc,val_loss
0,0.5208262398732452,1.17248253753461,0.654573326733384,0.7960136008920509
1,0.6566791513047063,0.7921389080165477,0.6990291208835908,0.702256562823109
2,0.7061627513298097,0.7009734352537944,0.7235564619957578,0.6618264865436662
3,0.737827715599338,0.635697020620916,0.7296883003652005,0.6420748447299796
4,0.7577459996302138,0.5840238790251775,0.7511497209068458,0.6014632467536458
5,0.7940074906705281,0.5112588537894777,0.67245784771948,0.8289368678004265
6,0.7984905229255028,0.4948163110529872,0.7399080194072207,0.6283084859516649
7,0.8310634436732915,0.4297880305968975,0.7766990333293005,0.565986961324299
8,0.8485983426353607,0.39536884435864855,0.7761880488010713,0.5759374599829583
9,0.8614799682824245,0.35403923509191565,0.7853857915682882,0.5441330823900752
10,0.88480308715175,0.29880504940441227,0.764946352326876,0.5898121962695934
11,0.8944501194398122,0.28177162194114014,0.7608584587709235,0.6677031675405994
12,0.9124957437196501,0.24660221214070382,0.778742977046333,0.588441864318487
