epoch,acc,loss,val_acc,val_loss
0,0.6281141815935941,0.8259457639732964,0.7247191011844787,0.64998872786669
1,0.7109131150162861,0.6798144586375418,0.7625127661824835,0.5778170982956033
2,0.7294705177867502,0.6366457450397304,0.7737487227607431,0.5687389970434577
3,0.7472334149226002,0.6011668935711568,0.7906026538229329,0.5223726406769562
4,0.76681232625243,0.5603311661592604,0.7921348332262867,0.5090799085088112
5,0.7863912373860695,0.5205991454099014,0.8054136863402619,0.48383380334150805
6,0.8025083704877202,0.48634412082699774,0.8212461693172436,0.46371623834136555
7,0.8124397024820953,0.4663798796603577,0.8130745669794521,0.4512403654857359
8,0.8340616311302291,0.42178685681806793,0.831971399143597,0.42678492104556637
9,0.8451279724275448,0.39785093035250624,0.8263534200934273,0.4249413273429481
10,0.8563078145293221,0.36868222243439075,0.8319713976215172,0.41468471093854814
11,0.8676011579632454,0.34216170950858954,0.8375893766716869,0.4092133196186849
12,0.878837750600866,0.31543325763082647,0.8432073535300616,0.39495117860381035
13,0.8861585605409019,0.29332803282352926,0.8493360562879778,0.3909878126508247
14,0.8979626578570535,0.2716238512370327,0.831971399143597,0.4191717267401737
15,0.9035242040679184,0.25575589531903964,0.8462717057613844,0.3927286351908215
16,0.9144202940925811,0.23296275453469817,0.8432073563915716,0.4186181572167939
