epoch,acc,loss,val_acc,val_loss
0,0.6293837247269877,0.8273003110887244,0.7317322426202898,0.6355781446748323
1,0.7069572126901917,0.6836157680071925,0.734798158865896,0.6425574723408426
2,0.7331744413507904,0.6357120927015237,0.7639243765089301,0.56558515228175
3,0.7537169447822991,0.593028566884935,0.7766990291566708,0.548171931282866
4,0.7677902621181663,0.5605482665665262,0.7950945319907666,0.5196276180861127
5,0.7865168541152339,0.5205411221238003,0.7910066409018434,0.49388379956546585
6,0.8013846325611854,0.48693571982231115,0.809913131401255,0.49350584042151485
7,0.816933378852898,0.45677054398867023,0.8150229924603513,0.4656657947833647
8,0.8315174217162427,0.42729035292157735,0.8099131323758838,0.4560814040256631
9,0.8460447170138833,0.39634830886951544,0.825753706781975,0.43113764194608895
10,0.8563159683508089,0.3686190327529455,0.827797647544664,0.43862700328329846
11,0.8678924070423651,0.3420031929263705,0.829841596408955,0.42232413660767254
12,0.8766314830686405,0.3169522654988576,0.8359734267986241,0.4134821086497592
13,0.8875837022716213,0.2916828885026747,0.8410832883450348,0.4057850325113666
14,0.8979117009374831,0.26775575230738835,0.8456821666119595,0.41483809904413804
15,0.9076722278495934,0.24914945782942421,0.8349514553665079,0.43337868028413173
16,0.915843831526815,0.22810965559969912,0.8277976504685505,0.457919642671859
