epoch,acc,loss,val_acc,val_loss
0,0.6515151515219163,0.7892818672474905,0.7445068983442027,0.617475120660049
1,0.7112700033777757,0.6816742982554281,0.7496167603474706,0.5924976759561179
2,0.7356145726661651,0.6298632847168243,0.7756770567194686,0.5414655929508414
3,0.7527522415095217,0.5926676582984332,0.7935615738375064,0.5243303190096337
4,0.7709681080805837,0.5533920672691824,0.7787429739397036,0.521800821389114
5,0.7871978209327453,0.5203857327708997,0.7787429739397036,0.556434485952831
6,0.7957666553307468,0.4985692838733062,0.8180889115993868,0.46063409829450375
7,0.8109181704484378,0.47133067524226135,0.8206438426162493,0.45515880030548933
8,0.8210191806035664,0.4431224766031674,0.7986714358712315,0.5104135931238692
9,0.8292475314879577,0.4241180514054054,0.8318855390904446,0.4279974851610713
10,0.83435478382681,0.4082559577527943,0.8308635666836995,0.4290627422050121
11,0.8420156622336166,0.3870326258845043,0.8339294839039346,0.42723366501277116
12,0.8536488480308705,0.36970537885534765,0.8247317322432295,0.46660842358167526
13,0.8613097265120898,0.3556551549047986,0.8339294839039346,0.43861390214354395
14,0.8678924072114851,0.3375443744444303,0.8369954011241697,0.44065914413090806
