epoch,acc,loss,val_acc,val_loss
0,0.6440245144998509,0.8006692189267052,0.7399080201077352,0.6321705217013021
1,0.7360685504723483,0.6257712381568782,0.773633110169921,0.5884378523502535
2,0.7557598454445421,0.582390203694861,0.7910066451353873,0.5408006629653895
3,0.7794234482063066,0.536816572279817,0.7787429747925039,0.5571873029337041
4,0.8012143912643868,0.4911261106062363,0.8099131331982269,0.48671838131009404
5,0.8222108724682545,0.4471752548032418,0.8002043953341492,0.4961519641844545
6,0.8367949157577816,0.41637607659388176,0.8216658139265369,0.4513621321733228
7,0.853138122604865,0.3757825663981082,0.8283086345703795,0.4472103636668054
8,0.8693110882363272,0.3443665655919418,0.8395503326588037,0.41112253753640665
9,0.8834979004533049,0.30823757278501157,0.8308635691507288,0.4301084169150008
10,0.8961525366831524,0.27927835348407115,0.8451711799212726,0.38987944063082847
11,0.9094313928074632,0.2543432745888479,0.8456821661246451,0.3961894219483291
12,0.918567699696579,0.2277203875378953,0.8426162503663532,0.4026505308731149
13,0.9294064238696238,0.20350571988578986,0.8461931552519041,0.4057538961657591
